x,y,sound_file,class_label
-2.09E+01,5.22E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA109_14.wav,other
-1.10E+01,3.93E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA109_2.wav,other
-2.63E+01,4.16E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA109_3.wav,other
-1.31E+01,3.77E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA109_4.wav,other
-2.36E+01,4.02E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA109_5.wav,other
-2.29E+01,3.57E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA109_6.wav,other
-2.31E+01,4.56E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA109_7.wav,other
-1.44E+01,4.53E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA109_8.wav,other
-1.91E+01,4.28E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA109_9.wav,other
-1.35E+01,3.91E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_1.wav,other
-1.69E+01,5.32E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_10.wav,other
-1.15E+01,4.12E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_11.wav,other
-1.77E+01,4.99E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_12.wav,other
-1.43E+01,4.88E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_13.wav,other
-1.78E+01,5.03E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_14.wav,other
-2.86E+01,3.85E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_2.wav,other
-2.36E+01,3.14E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_3.wav,other
-2.25E+01,3.27E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_4.wav,other
-1.97E+01,3.60E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_5.wav,other
-1.14E+01,4.50E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_6.wav,other
-1.87E+01,3.46E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_7.wav,other
-1.81E+01,4.43E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_8.wav,other
-1.83E+01,4.82E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA110_9.wav,other
-1.28E+01,4.64E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_1.wav,other
-1.57E+01,5.09E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_10.wav,other
-1.61E+01,4.76E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_11.wav,other
-1.31E+01,5.11E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_12.wav,other
-1.73E+01,5.15E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_13.wav,other
-1.51E+01,4.71E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_14.wav,other
-1.26E+01,4.51E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_2.wav,other
-1.33E+01,4.10E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_3.wav,other
-1.60E+01,4.72E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_4.wav,other
-1.36E+01,4.74E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_5.wav,other
-2.22E+01,4.69E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_6.wav,other
-1.78E+01,5.24E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_7.wav,other
-1.52E+01,4.07E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_8.wav,other
-1.53E+01,3.94E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA111_9.wav,other
-1.99E+01,5.36E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_1.wav,other
-1.56E+01,4.51E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_10.wav,other
-1.26E+01,4.07E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_11.wav,other
-1.43E+01,3.90E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_12.wav,other
-1.77E+01,4.58E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_13.wav,other
-8.30E+00,3.69E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_14.wav,other
-1.65E+01,4.42E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_2.wav,other
-1.76E+01,5.51E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_3.wav,other
-2.02E+01,4.87E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_4.wav,other
-1.33E+01,5.42E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_5.wav,other
-1.84E+01,5.42E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_6.wav,other
-2.28E+01,5.22E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_7.wav,other
-1.96E+01,4.91E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_8.wav,other
-1.88E+01,5.45E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA112_9.wav,other
-1.42E+01,4.32E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_1.wav,other
-2.13E+01,4.80E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_10.wav,other
-2.02E+01,4.41E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_11.wav,other
-1.47E+01,4.60E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_12.wav,other
-1.52E+01,4.58E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_13.wav,other
-1.52E+01,4.84E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_14.wav,other
-1.33E+01,4.20E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_2.wav,other
-1.61E+01,4.61E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_3.wav,other
-1.33E+01,4.90E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_4.wav,other
-1.18E+01,4.63E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_5.wav,other
-1.59E+01,4.95E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_6.wav,other
-2.15E+01,5.47E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_7.wav,other
-1.30E+01,4.04E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_8.wav,other
-1.58E+01,4.21E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA113_9.wav,other
-1.95E+01,4.79E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_1.wav,other
-1.24E+01,4.89E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_10.wav,other
-1.50E+01,4.95E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_11.wav,other
-2.21E+01,5.04E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_12.wav,other
-1.08E+01,4.88E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_13.wav,other
-1.01E+01,4.71E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_14.wav,other
-2.25E+01,4.86E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_2.wav,other
-1.69E+01,4.87E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_3.wav,other
-2.20E+01,5.00E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_4.wav,other
-1.72E+01,4.74E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_5.wav,other
-1.49E+01,5.52E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_6.wav,other
-1.26E+01,4.76E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_7.wav,other
-1.66E+01,5.57E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_8.wav,other
-1.40E+01,5.25E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA114_9.wav,other
-1.48E+01,4.47E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_1.wav,other
-1.37E+01,5.17E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_10.wav,other
-1.80E+01,4.84E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_11.wav,other
-1.87E+01,4.80E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_12.wav,other
-1.39E+01,4.17E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_13.wav,other
-2.03E+01,5.13E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_14.wav,other
-1.73E+01,4.98E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_2.wav,other
-1.78E+01,5.05E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_3.wav,other
-1.61E+01,5.18E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_4.wav,other
-1.66E+01,5.03E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_5.wav,other
-1.40E+01,5.06E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_6.wav,other
-1.36E+01,4.49E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_7.wav,other
-1.62E+01,5.12E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_8.wav,other
-1.39E+01,5.25E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA115_9.wav,other
-1.71E+01,5.40E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_1.wav,other
-1.53E+01,4.61E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_10.wav,other
-1.84E+01,5.14E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_11.wav,other
-1.69E+01,5.20E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_12.wav,other
-1.84E+01,5.07E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_13.wav,other
-1.74E+01,5.13E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_14.wav,other
-1.82E+01,5.33E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_2.wav,other
-2.05E+01,4.99E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_3.wav,other
-1.86E+01,4.89E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_4.wav,other
-1.50E+01,5.40E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_5.wav,other
-1.92E+01,5.17E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_6.wav,other
-1.62E+01,5.34E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_7.wav,other
-2.06E+01,5.03E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_8.wav,other
-8.53E+00,3.80E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA117_9.wav,other
-1.14E+01,5.21E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_1.wav,other
-1.88E+01,4.98E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_10.wav,other
-1.22E+01,4.99E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_11.wav,other
-1.34E+01,4.92E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_12.wav,other
-2.32E+01,4.84E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_13.wav,other
-1.53E+01,5.16E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_14.wav,other
-1.55E+01,5.29E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_2.wav,other
-1.38E+01,4.69E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_3.wav,other
-1.32E+01,4.60E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_4.wav,other
-1.30E+01,5.13E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_5.wav,other
-1.60E+01,5.41E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_6.wav,other
-1.29E+01,4.59E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_7.wav,other
-1.44E+01,4.20E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_8.wav,other
-1.41E+01,5.33E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA118_9.wav,other
-2.23E+01,4.92E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_1.wav,other
-2.04E+01,5.28E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_10.wav,other
-1.56E+01,5.43E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_11.wav,other
-1.62E+01,4.85E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_12.wav,other
-1.51E+01,5.33E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_13.wav,other
-1.85E+01,4.70E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_2.wav,other
-1.96E+01,4.71E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_3.wav,other
-1.68E+01,4.66E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_4.wav,other
-1.95E+01,4.97E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_5.wav,other
-1.74E+01,4.85E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_6.wav,other
-1.80E+01,4.61E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_7.wav,other
-1.52E+01,5.07E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_8.wav,other
-1.75E+01,4.44E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA119_9.wav,other
-2.15E+01,3.34E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_1.wav,other
-2.49E+01,4.33E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_10.wav,other
-1.47E+01,3.73E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_11.wav,other
-1.87E+01,3.93E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_12.wav,other
-2.12E+01,3.65E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_13.wav,other
-1.67E+01,3.85E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_14.wav,other
-2.60E+01,3.67E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_2.wav,other
-2.49E+01,3.63E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_3.wav,other
-1.89E+01,3.88E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_4.wav,other
-1.95E+01,3.29E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_5.wav,other
-2.05E+01,3.72E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_6.wav,other
-1.62E+01,3.43E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_7.wav,other
-2.31E+01,3.20E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_8.wav,other
-1.50E+01,3.37E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA95_9.wav,other
-1.29E+01,3.94E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_1.wav,other
-2.11E+01,5.26E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_10.wav,other
-1.88E+01,4.43E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_11.wav,other
-2.40E+01,4.16E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_12.wav,other
-2.44E+01,5.33E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_13.wav,other
-2.41E+01,3.20E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_14.wav,other
-2.02E+01,3.77E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_2.wav,other
-1.51E+01,3.19E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_3.wav,other
-1.66E+01,4.19E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_4.wav,other
-2.10E+01,4.13E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_5.wav,other
-1.76E+01,3.37E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_6.wav,other
-1.19E+01,4.23E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_7.wav,other
-2.37E+01,5.34E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_8.wav,other
-2.32E+01,3.79E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA96_9.wav,other
-2.44E+01,4.14E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_1.wav,other
-1.01E+01,3.56E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_10.wav,other
-2.17E+01,3.58E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_11.wav,other
-2.20E+01,3.79E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_12.wav,other
-1.69E+01,3.48E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_13.wav,other
-2.48E+01,3.53E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_14.wav,other
-1.22E+01,3.57E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_2.wav,other
-1.45E+01,4.09E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_3.wav,other
-2.09E+01,3.44E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_4.wav,other
-1.60E+01,3.56E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_5.wav,other
-1.44E+01,3.84E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_6.wav,other
-1.53E+01,3.60E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_7.wav,other
-2.25E+01,3.94E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_8.wav,other
-2.31E+01,3.85E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA97_9.wav,other
-2.48E+01,3.61E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_1.wav,other
-2.60E+01,3.93E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_10.wav,other
-2.69E+01,3.73E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_11.wav,other
-2.62E+01,4.07E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_12.wav,other
-2.81E+01,3.91E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_13.wav,other
-2.84E+01,3.67E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_14.wav,other
-1.70E+01,4.65E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_2.wav,other
-2.65E+01,3.41E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_3.wav,other
-2.42E+01,4.07E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_4.wav,other
-2.31E+01,3.77E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_5.wav,other
-1.96E+01,5.20E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_6.wav,other
-2.76E+01,3.93E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_7.wav,other
-2.29E+01,3.55E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_8.wav,other
-1.71E+01,4.05E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA98_9.wav,other
-2.56E+01,3.85E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_1.wav,other
-2.29E+01,5.29E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_10.wav,other
-2.56E+01,4.11E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_11.wav,other
-2.51E+01,3.74E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_12.wav,other
-2.37E+01,3.60E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_13.wav,other
-2.40E+01,3.40E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_14.wav,other
-2.58E+01,3.91E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_2.wav,other
-2.48E+01,4.07E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_3.wav,other
-2.03E+01,3.89E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_4.wav,other
-2.30E+01,3.97E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_5.wav,other
-2.22E+01,3.06E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_6.wav,other
-2.45E+01,3.97E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_7.wav,other
-2.54E+01,3.58E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_8.wav,other
-2.22E+01,5.50E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryA99_9.wav,other
2.43E+01,1.03E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_1.wav,other
3.54E+01,2.10E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_10.wav,other
4.74E+01,2.09E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_11.wav,other
3.07E+01,2.66E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_12.wav,other
4.05E+01,1.79E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_13.wav,other
4.20E+01,1.85E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_14.wav,other
2.43E+01,1.04E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_2.wav,other
2.43E+01,1.11E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_3.wav,other
2.38E+01,1.16E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_4.wav,other
2.37E+01,1.21E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_5.wav,other
2.42E+01,1.20E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_6.wav,other
2.45E+01,1.13E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_7.wav,other
2.91E+01,1.64E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_8.wav,other
2.85E+01,1.74E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB26_9.wav,other
3.00E+01,2.52E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_1.wav,other
1.31E+01,-1.21E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_10.wav,other
3.66E+01,2.08E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_11.wav,other
3.73E+01,1.86E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_12.wav,other
2.64E+01,1.75E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_13.wav,other
2.55E+01,1.09E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_14.wav,other
3.06E+01,2.56E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_2.wav,other
3.14E+01,2.24E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_3.wav,other
3.08E+01,2.23E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_4.wav,other
3.06E+01,2.55E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_5.wav,other
2.96E+01,2.38E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_6.wav,other
2.99E+01,1.78E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_7.wav,other
3.43E+01,2.11E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_8.wav,other
3.18E+01,2.41E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB27_9.wav,other
3.36E+01,1.73E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_1.wav,other
2.53E+01,1.96E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_10.wav,other
2.73E+01,1.92E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_11.wav,other
2.64E+01,2.54E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_12.wav,other
2.67E+01,2.06E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_13.wav,other
3.40E+01,1.75E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_14.wav,other
2.70E+01,2.38E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_2.wav,other
3.35E+01,1.74E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_3.wav,other
3.39E+01,1.76E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_4.wav,other
2.61E+01,2.36E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_5.wav,other
2.62E+01,2.35E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_6.wav,other
2.19E+01,2.23E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_7.wav,other
2.26E+01,2.38E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_8.wav,other
2.75E+01,2.12E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB30_9.wav,other
3.26E+01,1.74E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_1.wav,other
2.94E+01,2.61E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_10.wav,other
3.20E+01,1.88E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_11.wav,other
2.76E+01,1.76E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_12.wav,other
2.61E+01,2.11E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_13.wav,other
2.75E+01,2.17E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_14.wav,other
2.91E+01,1.84E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_2.wav,other
2.83E+01,1.83E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_3.wav,other
2.82E+01,2.10E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_4.wav,other
2.83E+01,2.10E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_5.wav,other
2.94E+01,2.01E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_6.wav,other
2.75E+01,1.91E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_7.wav,other
2.57E+01,2.68E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_8.wav,other
2.85E+01,1.86E+01,D:\PhD-data\Wambiana - Processed\other\audio_segment_dryB31_9.wav,other
